AgentID,AgentLabel,SuperSpreader,SuperFriend,GeneralInfluencer,EigenvectorCentrality,
29499299,OopaliOperajita,0.005,0,0.031,2.859e-04,
1070960078629425152,xj99k63kPVdK96w,0.025,0,0.175,0.008,
1172411775934849029,JASDF_PAO_ENG,0.113,0,0.121,0.005,
1320948354008838145,syou10349646,0.005,0,0.033,0.010,
70955722,USAandEurope,0.005,0,0.031,2.859e-04,
493675962,Defeatism_Man,0.005,0,0.020,0.006,
3804356595,Prukfi,0.005,0,0.020,0.006,
1014153209433055233,mazuna_gp,0.005,0,0.020,0.006,
1411633993259229185,MadrasTelegram,0.005,0,0.031,2.859e-04,
910123708253052929,herohatta,0.011,0,0.033,2.860e-04,
1205475859055775744,Chandudada8,0.005,0,0.031,2.859e-04,
1135159747676524544,RavenReborn0602,0.011,0,0.044,0.016,
781926224,FunakiHideaki,0.005,0,0.020,0.006,
1505994715044487173,WorldinFocusHD,0.005,0,0.020,0.006,
2506235305,JogoBonitoUSA,0.005,0,0.020,0.006,
1377727969867747331,OTorredelmar,0.005,0,0.033,0.010,
957504464163807233,Def_PRO_Chennai,0.005,0,0.032,2.859e-04,
1433710841715589121,JDyH9OxYKjvMQqq,0.011,0,0.044,0.016,
25962170,MyPresident21,0.005,0,0.031,2.859e-04,
1691235944,catplanet_,0.005,0,0.020,0.006,
1224408214156070913,Danny160598,0.005,0,0.033,0.010,
1484858918329360387,enginaayr,0.005,0,0.020,0.006,
967490341,muhr1dwn,0.005,0,0.020,0.006,
783095775781908480,Maxwell39424112,0.005,0,0.020,0.006,
726513218,KyleRoy43,0.005,0,0.020,0.006,
1441266898931380229,DeniasHlw,0.005,0,0.020,0.006,
221022215,kousoku_na_page,0.011,0,0.043,0.016,
1437049280657862658,JardaSt1,0.005,0,0.033,0.010,
3774128121,dprohyd,0.005,0,0.032,2.859e-04,
1088494668357214208,mirko60036887,0.005,0,0.020,0.006,
1119097371827159040,RCZqFCIEy4PqWGq,0.005,0,0.020,0.006,
978894471806050304,proshillong,0.005,0,0.032,2.859e-04,
1487072185114152964,DonRobe22418909,0.011,0,0.055,0.008,
1492170215865872385,intelinside0118,0.005,0,0.031,2.859e-04,
1100416763613696001,Rich19_,0.005,0,0.033,0.010,
104691861,verodianeth,0.005,0,0.033,0.010,
997837603587080192,Ponnkotu50dai,0.011,0,0.044,0.016,
784386616810885121,OPLighter,0.005,0,0.020,0.006,
145596452,hamazk,0.005,0,0.020,0.006,
251377054,adil_ansari64,0.005,0,0.031,2.859e-04,
819910983028064256,marine920T,0.005,0,0.020,0.006,
1506817627070423043,prowolf77,0.005,0,0.033,0.010,
35709217,eastseanews,0.005,0,0.020,0.006,
1372492949506887680,DVXz0jpdIDNIzEW,0.005,0,0.020,0.006,
1480164071328858115,fusufuru24,0.011,0,0.043,0.016,
1209957705428942848,DanceTonymor,0.005,0,0.008,0.001,
3436260869,VicEthridge,0.005,0,0.020,0.006,
1849402009,Gonzalo_1995_Se,0.005,0,0.020,0.006,
1717666478,naossm68,0.005,0,0.020,0.006,
164600645,bocacerrad4,0.005,0,4.857e-05,0,
879445172,patriciajoan_,0.005,0,0.006,1.341e-05,
1018027650894344192,d4rline,0.005,0,0.006,1.341e-05,
1277761306376892416,pagkabagabag,0.005,0,0.006,1.341e-05,
551677109,liyantamares,0.005,0,0.006,1.341e-05,
1332422155749847041,orbitching8,0.005,0,0.006,1.341e-05,
942403230348087297,theyveiverson,0.005,0,0.006,1.341e-05,
1425846196761858055,redwyn_z,0.005,0,0.006,1.341e-05,
830645225160740864,akrvitor,0.005,0,0.006,1.341e-05,
2849014422,Lani39Lei,0.012,0,0.006,0,
2835521801,littledolldoc,0.005,0,4.276e-04,0,
68130242,martinmc1701,0.005,0,4.194e-04,0,
1421547837117108226,AylerDoc,0.011,0,0.041,0.015,
1086288951344648192,JuweelRana5,0.011,0,0.065,0.016,
905865565604106242,ssgbostic19k,0.005,0,0.088,0.008,
558903816,oldworldsoul76,0.005,0,0.061,0.008,
730030629648097280,sofiacclvi,0.005,0,0.007,6.921e-05,
281503159,dauerhc,0.005,0,0.043,0.002,
312791677,darealnjennings,0.005,0,0.067,5.829e-04,
1328205567161114624,NickJon46108833,0.005,0,0.068,5.829e-04,
273819343,TigerGroupDubai,0.011,0,0.045,0.015,
1381515069071106049,Meow20080634,0.011,0,0.028,0.015,
1424541312636776457,MasPujangga99,0.005,0,0.060,0.008,
137521303,BelovedofGod,0.005,0,0.031,0.008,
1498015223424471041,b001_steve,0.005,0,0.031,0.008,
141170580,seawolf19910411,0.005,0,0.061,0.008,
76665879,ruliharahap,0.005,0,0.064,0.008,
68698703,JMRamos1701D,0.005,0,0.062,0.008,
1444378380267229185,DemocraticDaisy,0.005,0,0.003,0,
1323465981784592384,Gavino56117350,0.005,0,0.005,0,
1448826178685440003,t_donabel,0.005,0,0.005,0,
1500244448957149193,RaptorOne9,0.079,0.500,0.038,0.001,
1427397671409487886,MarkMinhNguyen,0.079,0.500,0.020,9.776e-04,
183627591,willans_nsx,0.011,0,0.040,0.005,
787881938941902848,Eusebius64,0.005,0,0,0,
1492624686584373253,dinahforjustic4,0.011,0,0.043,0.016,
1069485829201035265,corsair_the,0.005,0,0.020,0.006,
940361293701287938,GonzaloGHin_,0.005,0,0.031,2.859e-04,
1153531941909483521,VF9cgDcWd2BwmnP,0.005,0,0.031,1.417e-04,
1320190957296492547,zhiyitw33,0.007,0,0.061,2.895e-04,
1336979933462204416,EllisSm77336657,0.005,0,0.031,1.417e-04,
15653883,MikeSchuler,0.005,0,0.021,0.006,
1190608978218086400,1016arare,0.005,0,0.020,0.006,
1095959053149208581,Lakhbir40842445,0.005,0,0.020,0.006,
119883355,TimDocChoi,0.005,0,0.021,0.006,
2765800196,_nishizawa_,0.005,0,0.020,0.006,
1474784224158924808,JamesRe39604162,0.005,0,0.020,0.006,
1040002005039767553,Alexxhlxhl,0.005,0,0.020,0.006,
398601686,ISAACMENSAH13,0.011,0,0.033,0.013,
56630900,paparacchi,0.005,0,0.020,0.006,
23604785,BillieO2,0.005,0,0.021,0.006,
900770636,marcelmeister2,0.005,0,0.020,0.006,
725805882815221760,aPrettyFvckBoy,0.005,0,0.021,0.006,
122870515,micky_osaka,0.005,0,0.020,0.006,
1496678751043825667,AllHailKitteh,0.005,0,0.020,0.006,
846078295,ga_richardson,0.018,0,0.077,0.002,
1537715586,charles_finny,0.006,0,0.002,9.728e-04,
46647130,thrunch,0.005,0,0.020,0.006,
3057759609,NikolasVision,0.005,0,0.031,2.859e-04,
2221531154,Oceandontmatter,0.005,0,0.020,0.006,
1098976621778821124,Lexars_JP,0.005,0,0.020,0.006,
1318166756,rustscrew,0.005,0,0.020,0.006,
2429023207,rithikmanoj,0.005,0,0.031,2.859e-04,
712258403167559681,oleksiimakhotin,0.005,0,0.020,0.006,
4604350872,Tripathy1992,0.005,0,0.031,2.859e-04,
1029663452372058112,berlinaffaires,0.005,0,0.031,2.859e-04,
330414774,evenspl,0.005,0,0.031,2.859e-04,
1301116544513007622,OriginalWalaAdi,0.005,0,0.031,2.859e-04,
1075888255890001920,ONI_Intel,0.005,0,0.020,0.006,
1293603924834885635,yash__acharya,0.005,0,0.031,2.859e-04,
472092482,adarshahgd,0.005,0,0.031,2.859e-04,
1460282107,MartyMeiners,0.005,0,0.031,2.859e-04,
45184617,lalitkjha,0.005,0,0.031,2.859e-04,
343982309,patrickstoneqa,0.005,0,0.021,0.006,
979691299715633152,Atomic_Chess,0.005,0,0.031,2.859e-04,
148208800,ChallaLaw,0.005,0,0.031,2.859e-04,
2864049126,medjed_7,0.005,0,0.020,0.006,
799096424927367168,shubham19767400,0.005,0,0.031,2.859e-04,
826733395,mizuwashi,0.005,0,0.021,0.006,
1506824648192933893,10mStudy,0.005,0,0.031,2.859e-04,
3287712416,twrdtw,0.005,0,0.020,0.006,
1511201152880492545,Wartrack101,0.005,0,0.020,0.006,
609194623,teiboutaskforce,0.005,0,0.020,0.006,
756070071630434305,Gh0str1dr91,0.011,0,0.057,0.010,
884012150263472128,ghostawacs2,0.005,0,0.020,0.006,
3179827738,JanDabo,0.005,0,0.020,0.006,
1065376343703965698,radioest,0.005,0,0.020,0.006,
167383220,mitokichi_x,0.005,0,0.020,0.006,
1034834942,nagatob777,0.005,0,0.020,0.006,
28380483,hahaha3,0.005,0,0.022,0.006,
372449148,USN_Submariner,0.005,0,0.027,0.006,
1383468554377261070,tinfoilhat1984,0.005,0,0.020,0.006,
15691729,Nick_Barnes,0.005,0,0.020,0.006,
1972372730,advsubhashsiyag,0.005,0,0.031,2.859e-04,
307214153,shreyasmahajan1,0.005,0,0.031,2.859e-04,
1434807667793424385,BhardeAdam,0.005,0,0.031,2.859e-04,
1272863244739198977,darshan12599,0.005,0,0.031,2.859e-04,
1444719585673023493,Asia_20210707,0.005,0,0.031,2.859e-04,
208366291,USAndKolkata,0.005,0,0.035,2.859e-04,
250684785,DougDlouhy,0.005,0,0.031,2.859e-04,
127911494,jcmc2011,0.005,0,0.031,2.859e-04,
2158855397,fonda_mae,0.005,0,0.031,2.859e-04,
1285816680011173888,DouglasWalton99,0.005,0,0.031,2.859e-04,
881687970222194689,MeghannSulliv10,0.005,0,0.098,0.003,
1389517324823277568,mitulkansara91,0.005,0,0.031,2.859e-04,
4824127323,Seagal121,0.005,0,0.031,2.859e-04,
1084440330806521858,PALLAB_7777,0.005,0,0.031,2.859e-04,
1495278824182923267,byblackgold1948,0.005,0,0.031,2.859e-04,
1398532436,njervis65,0.005,0,0.031,2.859e-04,
1474566176,SanksP,0.005,0,0.031,2.859e-04,
1157440529304604678,diplo_cat,0.005,0,0.031,2.859e-04,
120403022,gopitweet,0.005,0,0.031,2.859e-04,
1464582321533767695,Investor188,0.005,0,0.031,2.859e-04,
204661628,USAndChennai,0.005,0,0.035,2.859e-04,
1262965547412738048,_augustus456,0.005,0,0.031,2.859e-04,
49330590,Aparna_Pande,0.005,0,0.032,2.859e-04,
905429012075315200,PrernaShahi4,0.005,0,0.031,2.859e-04,
1446422907840651269,denverguy217,0.005,0,0.031,2.859e-04,
2328829518,ML3democrats,0.005,0,0.031,2.859e-04,
41766933,angels4us,0.005,0,0.031,2.859e-04,
1493449712158052354,realLevinKalema,0.005,0,0.016,0.006,
555465800,TheDecider25,0.005,0,0.031,2.859e-04,
1156761839876935681,daniels28654575,0.005,0,0.031,2.859e-04,
823208500910313478,papijones4,0.005,0,0.031,2.859e-04,
1455053718680838145,Titor_Tt0,0.005,0,0.031,2.859e-04,
1364374610922323972,ACurrle,0.005,0,0.031,2.859e-04,
876632298166341632,SamGeltner,0.005,0,0.031,2.859e-04,
2570653935,maeroespacial,0.005,0,0.017,0.006,
3330362494,gmg2170,0.005,0,0.031,2.859e-04,
3224252246,LovingVolTrav,0.005,0,0.031,2.859e-04,
241580381,balouor,0.005,0,0.031,2.859e-04,
1400973042487115777,cop_american,0.005,0,0.031,2.859e-04,
812760079116206081,TyiauniaHarris1,0.005,0,0.031,2.859e-04,
876754004,gussy173,0.005,0,0.031,2.859e-04,
19644337,maliniw90th,0.005,0,0.031,2.859e-04,
865317470,AbayomiABakare,0.005,0,0.031,2.859e-04,
83294661,TLX_Co,0.005,0,0.031,2.859e-04,
14219103,betseymerkel,0.005,0,0.031,2.859e-04,
31212830,Birdseye1,0.005,0,0.032,2.859e-04,
987881405911887873,SRO66793954,0.005,0,0.031,2.859e-04,
930603304362676225,ArgentinaCred,0.005,0,0.031,2.859e-04,
1161930318594445312,apoorva11447,0.005,0,0.031,2.859e-04,
104664862,mistyrose54,0.005,0,0.031,2.859e-04,
1422174968045965312,SameerD70490277,0.005,0,0.031,2.859e-04,
488373285,MishraSylvia,0.005,0,0.031,2.859e-04,
1107143226664910849,DCBunkerJr,0.005,0,0.031,2.859e-04,
1442939824558718976,Brilhasti999,0.005,0,0.031,2.859e-04,
1268049341941534723,VaniRao1,0.005,0,0.031,2.859e-04,
41533816,USAndIndia,0.005,0,0.049,2.859e-04,
3150913182,GarimaMo,0.005,0,0.031,2.859e-04,
706560632343171072,wanda_sgro,0.005,0,0.031,2.859e-04,
1694002507,ladyinlksd,0.005,0,0.031,2.859e-04,
1463204076934479873,BSportmastik,0.005,0,0.031,2.859e-04,
335996055,PentagonPresSec,0.005,0,0.044,2.859e-04,
1206591791576862723,DarrenHumanity,0.005,0,0.031,2.859e-04,
28834750,Charvettebey,0.005,0,0.031,2.859e-04,
1309646195585941505,DinoJohnson98,0.005,0,0.031,2.859e-04,
1344427314,nifarp,0.005,0,0.017,0.006,
1123237556496228354,needlesineyes,0.005,0,0.027,0.002,
3431122335,USAmbKeshap,0.011,0,0.073,0.013,
336333450,GardaAramis,0.011,0,0.040,0.014,
1323090359581200385,Alva1588,0.011,0,0.055,0.004,
43502354,rullys,0.005,0,0.027,3.789e-04,
1150225766677827584,airsoftkumasan1,0.005,0,0.045,0.005,
39082190,edgertontj23,0.005,0,0.016,0.006,
937502158676742145,KCChampDon,0.005,0,0.016,0.006,
1413216955121680385,Sigma19001,0.005,0,0.016,0.006,
3072288740,JIATFWest,0.006,0,0.040,0.001,
1067308099,coastguardph,2.771e-04,0,0.001,8.352e-04,
828123709495840770,MasakiKudo59,0.005,0,0.021,0.006,
572304001,Typhoon15_BUZZ,0.005,0,0.033,0.010,
614610446,MichaelKMurtagh,0.005,0,0.020,0.006,
203757008,mmmWeiki,0.005,0,0.020,0.006,
866689532,Last2ndFleetCMC,0.005,0,0.021,0.006,
1313146068767584259,rockyreptilian1,0.005,0,0.033,0.010,
3094912196,UNCF_BBY_01,0.005,0,0.020,0.006,
1503788953270468609,Armass193,0.005,0,0.033,0.010,
1491528200912084998,SkullGeopolitic,0.005,0,0.033,0.010,
1413466639136223242,Rolandjansuman,0.005,0,0.033,0.010,
2410659768,razhuyarevatel,0.005,0,0.033,0.010,
1018440351135092736,Youichi4110,0.011,0,0.050,0.017,
970342982678298624,FOREX132,0.005,0,0.033,0.010,
338712174,TeamBarksdale,0.056,0,0.012,3.737e-04,
1443618306716471304,ANRALCOM,0.052,0,0.012,5.623e-04,
1448368746041647108,CounselorDOS,0.052,0,0.004,4.975e-05,
493480037,ObranaTweetuje,0.051,0,0.010,5.308e-04,
18753424,sunriseon7,0.006,0,0.022,9.728e-04,
744166663,onerbicakci,0.005,0,0.032,0.007,
877449874555387905,matarou459,0.011,0,0.060,0.011,
1434459020987752463,kita_walk,0.011,0,0.050,0.010,
1080819766242279425,O_layode_,0.011,0,0.060,0.011,
1497899853145329666,Fiona08766135,0.005,0,0.032,0.007,
384182626,AzaviaE235,0.005,0,0.034,0.007,
1010171727412772864,air_spirits,0.005,0,0.032,0.007,
3155702215,harmony451401,0.005,0,0.032,0.007,
1445493827544834053,CCP80223178,0.005,0,0.032,0.007,
1015748022800564224,jack9pk,0.005,0,0.034,0.007,
257048326,mlcakp,0.005,0,0.005,4.796e-06,
1016668035455815680,chuchlaCZ,0.005,0,0.005,4.796e-06,
1513380994287472642,zhouxiaofang6,0.024,0,0.043,0.002,
1138538286182387712,Angelic00801275,0.005,0,0.054,1.340e-04,
1514302967142227970,Surendr31391892,0.005,0,0.006,0.002,
579561567,Xezdamsel37,0.066,0,0.132,0.012,
491833251,oceanpinetree,0.005,0,0.009,2.070e-05,
268016211,8thTSC,0.061,0,0.023,0.002,
385308260,MARAVICTORIACAM,0.005,0,0.045,0.002,
2623031806,Koolholio,0.011,0,0.076,0.005,
1044154931198849025,helenww9,0.011,0,0.039,0.005,
226530650,foggynightshado,0.005,0,0.046,0.002,
1613819856,absmom1,0.005,0,0.046,0.002,
1000107655518711808,markslezak2,0.005,0,0.046,0.002,
1378062217761918978,Terri17057719,0.005,0,0.046,0.002,
342954124,JoshShockey7,0.005,0,0.046,0.002,
36246871,TeeKay118,0.005,0,0.047,0.002,
1126958241097895936,GermanJMorales1,0.005,0,0.046,0.002,
1038475633918177281,ScottMFoltz1,0.005,0,0.046,0.002,
1023055032,ChuckCooperCC,0.005,0,0.046,0.002,
1331342493598834702,Christo36841352,0.005,0,0.047,0.002,
1060767751,hendyvivy,0.005,0,0.046,0.002,
3042177804,pattys0033,0.005,0,0.046,0.002,
283045699,susieq1007,0.005,0,0.046,0.002,
44505022,SnowbunnyTTV,0.005,0,0.047,0.002,
138796157,RacketED17,0.005,0,0.047,0.002,
1233647779832094720,Vandelay2A,0.005,0,0.020,0.006,
160219359,GoGo_Amako,0.005,0,0.047,0.004,
364695725,marbien_cc,0.005,0,0.020,0.006,
1354064101761277952,VikashSananda,0.005,0,0.022,0.013,
107729108,pocetio,0.005,0,0.020,0.006,
70668446,wireout,0.005,0,0.020,0.006,
210226021,evolutionarypsy,0.005,0,0.026,0.006,
227172435,twigwam,0.005,0,0.021,0.006,
1066275282653536256,Bassaces1,0.005,0,0.020,0.006,
1387641838765490176,SIMCONTROL1,0.005,0,0.020,0.006,
1266724225445920768,Cotton202200224,0.005,0,0.020,0.006,
817301751309148160,Cancer_____69,0.005,0,0.020,0.006,
1376184615455629313,DzhaKairat,0.005,0,0.020,0.006,
95790678,chihuu,0.005,0,0.021,0.006,
1221266273176379392,TacitBlau,0.005,0,0.020,0.006,
3262310945,don_sadonoff,0.005,0,0.020,0.006,
274206539,BenedictMPWhite,0.005,0,0.021,0.006,
826672360254169089,FBKPAjh3dUVboZ6,0.005,0,0.029,0.003,
1511649305710542849,GiVeN2FlY45,0.005,0,0.029,0.003,
1461109160922304523,HusmannThorsten,0.005,0,0.020,0.006,
1498643920678490117,KfonGru,0.005,0,0.020,0.006,
1437118501844574224,heyorson,0.005,0,0.020,0.006,
1267161222887157760,hi_im_jake__,0.005,0,0.020,0.006,
4645237240,JimmySecUK,0.005,0,0.036,0.006,
968302342989893634,protik_majumdar,0.005,0,0.021,0.006,
492377731,THEREALFABP,0.005,0,0.044,0.006,
260361975,chisaziga,0.005,0,0.104,0.005,
1434998193297756165,navysandiego,0.005,0,0.104,0.005,
286983759,jedimaster320,0.005,0,0.048,0.004,
1475140461392285698,Tru_LIBERTY,0.005,0,0.029,0.007,
3261003656,Kikkawa_Tamon,0.005,0,0.048,0.004,
750502701457440768,RocketMan6510,0.005,0,0.059,0.003,
1229767833036345345,JoeyJAC02496304,0.005,0,0.031,8.794e-04,
4749974413,USForcesKorea,0.007,0,0.063,0.003,
210729774,SurajRai0889,0.005,0,0.031,2.859e-04,
129389158,cloud_stream,0.005,0,0.048,0.004,
631851140,GalloVOA,0.005,0,0.033,8.794e-04,
455829895,Mame____DouShou,0.005,0,0.021,0.006,
4834005858,Kingsman_IN,0.005,0,0.031,2.859e-04,
813763484227932161,Rakesh_barkiya,0.005,0,0.031,2.859e-04,
1872223814,InsdataInter,0.005,0,0.031,2.859e-04,
1210229651135778818,provo1337,0.005,0,0.029,0.007,
1392289621,00000_g,0.005,0,0.048,0.004,
2742164083,131213227c8e44f,0.005,0,0.031,2.859e-04,
1036563014005268480,HPolkki,0.005,0,0.048,0.004,
883073514747469824,MossadJapan,0.005,0,0.047,0.004,
1430842536185110535,4mHcsPsfA790FsH,0.005,0,0.047,0.004,
41228046,HarryJFriel28,0.005,0,0.048,0.004,
361978119,Viren_Doshi,0.005,0,0.022,0.002,
1410037232937803777,USIRCOnline,0.018,0,0.046,0.005,
1480611071316869120,Popopotato,0.005,0,0.104,0.005,
1150808563255844865,JulieWeitzel2,0.005,0,0.059,0.003,
1410428882474344454,E07017,0.005,0,0.029,0.007,
1424059864527949825,la_roche1,0.005,0,0.029,0.007,
1446763412650741762,LocNguy45551891,0.005,0,0.031,2.859e-04,
1275927619226095616,WOJOPS_Aust,0.005,0,0.021,0.002,
919023246497869824,Rashtra_Sevika_,0.005,0,0.024,0.002,
1159508483399536640,RealKavyaReddy,0.005,0,0.022,0.002,
229585768,aiwanagareru,0.005,0,0.106,0.005,
59725400,Rijesh_Ramadas,0.005,0,0.022,0.002,
2215799126,manishbobdesai,0.005,0,0.022,0.002,
75816710,nanditathhakur,0.005,0,0.034,0.002,
1469425596728070150,PrettyJac8,0.005,0,0.104,0.005,
28405879,npunwani,0.005,0,0.022,0.002,
431418115,adesaidds,0.005,0,0.022,0.002,
1492605441335074820,PHOEBEdog17,0.005,0,0.028,0.003,
