AgentID,AgentLabel,Back-document-count,Back-avg-document-likelihood,Back-avg-document-strength,Build-document-count,Build-avg-document-likelihood,Build-avg-document-strength,Bridge-document-count,Bridge-avg-document-likelihood,Bridge-avg-document-strength,Boost-document-count,Boost-avg-document-likelihood,Boost-avg-document-strength,Excite-document-count,Excite-avg-document-likelihood,Excite-avg-document-strength,Engage-document-count,Engage-avg-document-likelihood,Engage-avg-document-strength,Explain-document-count,Explain-avg-document-likelihood,Explain-avg-document-strength,Enhance-document-count,Enhance-avg-document-likelihood,Enhance-avg-document-strength,Neutralize-document-count,Neutralize-avg-document-likelihood,Neutralize-avg-document-strength,Negate-document-count,Negate-avg-document-likelihood,Negate-avg-document-strength,Narrow-document-count,Narrow-avg-document-likelihood,Narrow-avg-document-strength,Neglect-document-count,Neglect-avg-document-likelihood,Neglect-avg-document-strength,Dismay-document-count,Dismay-avg-document-likelihood,Dismay-avg-document-strength,Dismiss-document-count,Dismiss-avg-document-likelihood,Dismiss-avg-document-strength,Distort-document-count,Distort-avg-document-likelihood,Distort-avg-document-strength,Distract-document-count,Distract-avg-document-likelihood,Distract-avg-document-strength,
100081724125146,,0,0,0,3,0.333,0.083,0,0,0,3,0.111,0.028,3,0.059,0.059,0,0,0,3,0.300,0.300,0,0,0,1,0.027,0.007,0,0,0,0,0,0,0,0,0,3,0.070,0.057,3,0.062,0.062,3,0.167,0.056,3,0.083,0.028,
100075882527501,,1,0.011,0.028,1,0.333,0.083,0,0,0,1,0.148,0.139,1,0.098,0.078,0,0,0,1,0.400,0.325,0,0,0,1,0.054,0.027,0,0,0,1,0.200,0.050,0,0,0,1,0.070,0.031,1,0.062,0.016,1,0.167,0.042,0,0,0,
781170378635478,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100069028928005,inquirerdotnet,7,0.157,0.115,7,0.500,0.202,7,0.267,0.186,7,0.529,0.333,7,0.378,0.252,3,0.098,0.074,7,0.471,0.364,6,0.207,0.139,6,0.129,0.101,5,0.292,0.227,3,0.400,0.400,0,0,0,7,0.251,0.198,7,0.214,0.145,7,0.206,0.099,5,0.172,0.129,
100063763247008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417409,,0,0,0,5,0.333,0.083,0,0,0,5,0.111,0.028,5,0.082,0.026,0,0,0,5,0.300,0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.053,0.022,5,0.087,0.028,5,0.167,0.042,1,0.083,0.021,
100044509176491,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064090114839,,1,0.078,0.061,1,0.333,0.083,1,0.200,0.200,1,0.444,0.361,1,0.176,0.147,0,0,0,1,0.300,0.300,0,0,0,1,0.099,0.059,1,0.205,0.154,1,0.200,0.150,0,0,0,1,0.298,0.237,1,0.271,0.193,1,0.167,0.083,0,0,0,
100066463665428,BrigadaNewsFMCebu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100069325174986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100068942658501,3dmarinelittoralregiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064389804236,crgnolcom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064081988076,kasama.kaibigan.mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417431,,1,0.100,0.058,1,0.556,0.208,1,0.200,0.050,1,0.519,0.194,1,0.333,0.230,1,0.098,0.069,1,0.467,0.392,1,0.156,0.083,1,0.054,0.014,1,0.077,0.019,1,0.200,0.200,0,0,0,1,0.140,0.101,1,0.146,0.146,1,0.167,0.042,1,0.139,0.104,
100064262006665,omil.coronel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100090213696534,malakbaytours,1,0.122,0.072,1,0.667,0.250,0,0,0,1,0.481,0.250,1,0.392,0.216,1,0.137,0.078,0,0,0,1,0.133,0.050,0,0,0,0,0,0,1,0.267,0.200,0,0,0,1,0.123,0.083,1,0.188,0.109,1,0.167,0.042,1,0.167,0.083,
100064860451629,89.9brigadazamboanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100078949877906,,1,0.122,0.069,1,0.333,0.083,1,0.200,0.050,1,0.593,0.306,1,0.333,0.196,1,0.059,0.059,1,0.300,0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053,0.013,1,0.062,0.016,0,0,0,0,0,0,
100069012428768,DZME1530,4,0.058,0.021,14,0.381,0.110,0,0,0,14,0.151,0.065,14,0.221,0.153,1,0.059,0.015,14,0.300,0.300,0,0,0,10,0.049,0.017,4,0.186,0.053,6,0.200,0.050,0,0,0,14,0.134,0.083,14,0.167,0.137,14,0.179,0.179,3,0.167,0.042,
100064749126391,brigadanewsfmpalawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064138746198,BrigadaNewsCdeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1710445832541836,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417462,,1,0.189,0.181,1,0.611,0.250,1,0.333,0.400,1,0.593,0.528,1,0.588,0.485,1,0.078,0.078,1,0.300,0.300,1,0.222,0.167,1,0.081,0.027,1,0.231,0.077,1,0.333,0.300,0,0,0,1,0.211,0.105,1,0.250,0.156,1,0.167,0.042,1,0.083,0.042,
100067786101011,thefreemannews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100063980856053,Brigadanewsfmbacolod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100095218417451,,0,0,0,19,0.333,0.083,0,0,0,19,0.111,0.028,19,0.062,0.018,0,0,0,19,0.300,0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.053,0.015,19,0.066,0.019,1,0.167,0.042,0,0,0,
100064778838852,KHPolitico360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100064569284356,brigadakoronadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100063788953856,,1,0.111,0.061,1,0.333,0.083,0,0,0,1,0.222,0.056,1,0.471,0.338,1,0.059,0.015,1,0.367,0.367,1,0.178,0.100,0,0,0,0,0,0,1,0.267,0.150,0,0,0,1,0.105,0.105,1,0.125,0.047,0,0,0,0,0,0,
100095218417440,,1,0.078,0.078,1,0.444,0.167,1,0.333,0.300,1,0.519,0.472,1,0.294,0.235,0,0,0,1,0.300,0.300,1,0.178,0.167,1,0.063,0.063,1,0.128,0.154,0,0,0,0,0,0,1,0.105,0.105,1,0.146,0.099,1,0.167,0.042,0,0,0,
100064760198548,,1,0.078,0.044,1,0.500,0.125,0,0,0,1,0.222,0.111,1,0.255,0.167,1,0.078,0.034,1,0.300,0.300,0,0,0,1,0.027,0.007,1,0.077,0.019,0,0,0,0,0,0,1,0.105,0.066,1,0.062,0.062,0,0,0,1,0.083,0.021,
